,source,text,created_at,sentiment
5111,Twitter for iPhone,The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!,2017-06-13 10:35:55+00:00,negative
5112,Twitter for iPhone,"Well, as predicted, the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C.",2017-06-13 10:44:16+00:00,negative
5114,Twitter for iPhone,A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!,2017-06-13 12:45:11+00:00,negative
5115,Twitter for iPhone,Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???,2017-06-13 12:48:44+00:00,negative
5116,Twitter for iPhone,"Heading to the Great State of Wisconsin to talk about JOBS, JOBS, JOBS! Big progress being made as the Real News is reporting.",2017-06-13 13:29:59+00:00,positive
5117,Twitter for iPhone,"2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up, have no answer = resist!",2017-06-13 13:56:20+00:00,negative
5121,Twitter for iPhone,"Just got back from Wisconsin. Great day, great people!",2017-06-14 02:53:45+00:00,positive
5122,Twitter for iPhone,"Rep. Steve Scalise of Louisiana, a true friend and patriot, was badly injured but will fully recover. Our thoughts and prayers are with him.",2017-06-14 12:48:26+00:00,positive
5123,Twitter for iPhone,"Happy birthday to U.S. ARMY and our soldiers. Thank you for your bravery, sacrifices, & dedication. Proud to be your Commander-in-Chief!",2017-06-14 14:07:31+00:00,positive
5124,Twitter for iPhone,"Just left hospital. Rep. Steve Scalise, one of the truly great people, is in very tough shape - but he is a real fighter. Pray for Steve!",2017-06-15 01:41:45+00:00,positive
5125,Twitter for iPhone,"They made up a phony collusion with the Russians story, found zero proof, so now they go for obstruction of justice on the phony story. Nice",2017-06-15 10:55:37+00:00,negative
5126,Twitter for iPhone,You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA,2017-06-15 11:57:57+00:00,negative
5127,Twitter for iPhone,"Why is that Hillary Clintons family and Dems dealings with Russia are not looked at, but my non-dealings are?",2017-06-15 19:43:31+00:00,negative
5128,Twitter for iPhone,"Crooked H destroyed phones w/ hammer, 'bleached' emails, & had husband meet w/AG days before she was cleared- & they talk about obstruction?",2017-06-15 19:56:01+00:00,negative
5131,Twitter for iPhone,"After 7 months of investigations & committee hearings about my ""collusion with the Russians,""  nobody has been able to show any proof. Sad!",2017-06-16 11:53:56+00:00,negative
5132,Twitter for iPhone,The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them,2017-06-16 12:23:08+00:00,negative
5133,Twitter for iPhone,"Despite the phony Witch Hunt going on in America, the economic & jobs numbers are great. Regulations way down, jobs and enthusiasm way up!",2017-06-16 12:54:22+00:00,negative
5134,Twitter for iPhone,I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt,2017-06-16 13:07:55+00:00,negative
5138,Twitter for iPhone,Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!,2017-06-17 01:30:08+00:00,positive
5141,Twitter for iPhone,"The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs, high business enthusiasm,..",2017-06-18 10:38:51+00:00,positive
5143,Twitter for iPhone,"The new Rasmussen Poll, one of the most accurate in the 2016 Election, just out with a Trump 50% Approval Rating.That's higher than O's #'s!",2017-06-18 11:02:04+00:00,positive
5146,Twitter for iPhone,Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!,2017-06-18 21:51:39+00:00,positive
5148,Twitter for iPhone,Jay Sekulow on @foxandfriends now.,2017-06-19 11:59:56+00:00,neutral
5149,Twitter for iPhone,"The Dems want to stop tax cuts, good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H",2017-06-19 12:27:01+00:00,negative
5161,Twitter for iPhone,"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct, no ideas. Vote ""R""",2017-06-20 00:45:00+00:00,negative
5162,Twitter for iPhone,"Democrat Jon Ossoff, who wants to raise your taxes to the highest level and is weak on crime and security, doesn't even live in district.",2017-06-20 09:49:50+00:00,negative
5164,Twitter for iPhone,"KAREN HANDEL FOR CONGRESS. She will fight for lower taxes, great healthcare strong security-a hard worker who will never give up! VOTE TODAY",2017-06-20 10:02:06+00:00,positive
5166,Twitter for iPhone,"While I greatly appreciate the efforts of President Xi & China to help with North Korea, it has not worked out. At least I know China tried!",2017-06-20 18:38:11+00:00,neutral
5168,Twitter for iPhone,Things are looking great for Karen H!,2017-06-21 02:21:36+00:00,positive
5169,Twitter for iPhone,"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",2017-06-21 02:33:40+00:00,positive
5170,Twitter for iPhone,"Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job, we are all very proud of you!",2017-06-21 02:41:23+00:00,positive
5171,Twitter for iPhone,Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!,2017-06-21 03:12:00+00:00,positive
5172,Twitter for iPhone,"Well, the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News, all the money spent = 0",2017-06-21 03:48:37+00:00,negative
5173,Twitter for iPhone,"Democrats would do much better as a party if they got together with Republicans on Healthcare,Tax Cuts,Security. Obstruction doesn't work!",2017-06-21 10:32:46+00:00,negative
5174,Twitter for iPhone,Just landed in Iowa. See everyone soon! #MAGA🇺🇸,2017-06-21 23:04:54+00:00,neutral
5176,Twitter for iPhone,Great night in Iowa - special people. Thank you!,2017-06-22 11:11:25+00:00,positive
5177,Twitter for iPhone,Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump & Russia.,2017-06-22 13:18:09+00:00,neutral
5178,Twitter for iPhone,"By the way, if Russia was working so hard on the 2016 Election, it all took place during the Obama Admin. Why didn't they stop them?",2017-06-22 13:22:04+00:00,negative
5181,Twitter for iPhone,I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,2017-06-22 14:15:48+00:00,negative
5185,Twitter for iPhone,"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!",2017-06-22 22:15:39+00:00,negative
5186,Twitter for iPhone,"I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember, ObamaCare is dead.",2017-06-22 22:40:27+00:00,negative
5192,Twitter for iPhone,Will be on @foxandfriends. Enjoy!,2017-06-23 10:07:50+00:00,neutral
5193,Twitter for iPhone,"I've helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations. Nice!",2017-06-23 10:39:50+00:00,negative
5196,Twitter for iPhone,Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,2017-06-24 00:43:48+00:00,negative
5197,Twitter for iPhone,"Democrats slam GOP healthcare proposal as Obamacare premiums & deductibles increase by over 100%. Remember keep your doctor, keep your plan?",2017-06-24 12:51:33+00:00,negative
5198,Twitter for iPhone,"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling, why no action? Focus on them, not T!",2017-06-24 20:28:46+00:00,negative
5199,Twitter for iPhone,"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?",2017-06-24 20:44:36+00:00,negative
5200,Twitter for iPhone,I cannot imagine that these very fine Republican Senators would allow the American people to suffer a broken ObamaCare any longer!,2017-06-24 20:50:56+00:00,negative
5202,Twitter for iPhone,Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!,2017-06-25 12:00:37+00:00,negative
5203,Twitter for iPhone,I am on @foxandfriends - Enjoy!,2017-06-25 12:07:41+00:00,neutral
5204,Twitter for iPhone,"The Democrats have become nothing but OBSTRUCTIONISTS, they have no policies or ideas. All they do is delay and complain.They own ObamaCare!",2017-06-26 12:30:12+00:00,negative
5205,Twitter for iPhone,The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win..,2017-06-26 12:37:16+00:00,negative
5209,Twitter for iPhone,"Republican Senators are working very hard to get there, with no help from the Democrats. Not easy! Perhaps just let OCare crash & burn!",2017-06-26 13:14:24+00:00,negative
5212,Twitter for iPhone,Very grateful for the 9-O decision from the U. S. Supreme Court. We must keep America SAFE!,2017-06-26 18:25:18+00:00,positive
5214,Twitter for iPhone,"From @FoxNews ""Bombshell: In 2016, Obama dismissed idea that anyone could rig an American election.""  Check out his statement - Witch Hunt!",2017-06-27 02:24:30+00:00,negative
5215,Twitter for iPhone,"Great day for America's future Security and Safety, courtesy of the U.S. Supreme Court. I will keep fighting for the American people, & WIN!",2017-06-27 02:31:16+00:00,positive
5216,Twitter for iPhone,"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!",2017-06-27 10:33:42+00:00,negative
5223,Twitter for iPhone,Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!,2017-06-27 12:30:38+00:00,negative
5224,Twitter for iPhone,"So they caught Fake News CNN cold, but what about NBC, CBS & ABC? What about the failing @nytimes & @washingtonpost? They are all Fake News!",2017-06-27 12:47:17+00:00,negative
5225,Twitter for iPhone,"With ZERO Democrats to help, and a failed, expensive and dangerous ObamaCare as the Dems legacy, the Republican Senators are working hard!",2017-06-27 22:22:55+00:00,negative
5226,Twitter for iPhone,"I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right, unlike OCare!",2017-06-27 22:27:48+00:00,positive
5227,Twitter for iPhone,The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,2017-06-28 10:49:22+00:00,negative
5228,Twitter for iPhone,"Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong, I know the subject well & want victory for U.S.",2017-06-28 10:58:59+00:00,negative
